Датум,Цена,Максимум,Минимум,Просечна цена,Промена,Количина,Вкупен Промет
11.11.2020,"3.500,00",,,"3.500,00","0,00",0,0
10.11.2020,"3.500,00","3.500,00","3.500,00","3.500,00","-2,78",50,175.000
09.11.2020,"3.600,00",,,"3.600,00","0,00",0,0
06.11.2020,"3.600,00",,,"3.600,00","0,00",0,0
05.11.2020,"3.600,00",,,"3.600,00","0,00",0,0
04.11.2020,"3.600,00",,,"3.600,00","0,00",0,0
03.11.2020,"3.600,00",,,"3.600,00","0,00",0,0
02.11.2020,"3.600,00",,,"3.600,00","0,00",0,0
30.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
29.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
28.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
27.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
26.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
22.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
21.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
20.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
19.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
16.10.2020,"3.600,00",,,"3.600,00","0,00",0,0
15.10.2020,"3.600,00","3.600,00","3.600,00","3.600,00","-5,26",16,57.600
14.10.2020,"3.800,00","3.800,00","3.800,00","3.800,00","0,45",10,38.000
13.10.2020,"3.783,00",,,"3.783,00","0,00",0,0
09.10.2020,"3.783,00",,,"3.783,00","0,00",0,0
08.10.2020,"3.783,00",,,"3.783,00","0,00",0,0
07.10.2020,"3.783,00",,,"3.783,00","0,00",0,0
06.10.2020,"3.783,00","3.783,00","3.783,00","3.783,00","-3,00",24,90.792
05.10.2020,"3.900,00","3.900,00","3.900,00","3.900,00","0,04",25,97.500
02.10.2020,"3.900,00","3.900,00","3.890,00","3.898,37","-0,74",246,959.000
01.10.2020,"3.900,00","3.943,00","3.900,00","3.927,34","9,32",77,302.405
30.9.2020,"3.600,00","3.600,00","3.502,00","3.592,46","5,78",65,233.510
29.9.2020,"3.465,00","3.465,00","3.240,00","3.396,25","7,82",144,489.060
28.9.2020,"3.150,00","3.150,00","3.150,00","3.150,00","-0,03",25,78.750
25.9.2020,"3.101,00",,,"3.150,83","0,00",0,0
24.9.2020,"3.101,00",,,"3.150,83","0,00",0,0
23.9.2020,"3.101,00",,,"3.150,83","0,00",0,0
22.9.2020,"3.101,00",,,"3.150,83","0,00",0,0
21.9.2020,"3.101,00",,,"3.150,83","0,00",0,0
18.9.2020,"3.101,00","3.154,00","3.101,00","3.150,83","1,73",59,185.899
17.9.2020,"3.153,00",,,"3.097,14","0,00",0,0
16.9.2020,"3.153,00",,,"3.097,14","0,00",0,0
15.9.2020,"3.153,00",,,"3.097,14","0,00",0,0
14.9.2020,"3.153,00","3.153,00","3.061,00","3.097,14","-1,77",28,86.720
11.9.2020,"3.153,00",,,"3.153,00","0,00",0,0
10.9.2020,"3.153,00",,,"3.153,00","0,00",0,0
09.9.2020,"3.153,00",,,"3.153,00","0,00",0,0
07.9.2020,"3.153,00",,,"3.153,00","0,00",0,0
04.9.2020,"3.153,00",,,"3.153,00","0,00",0,0
03.9.2020,"3.153,00",,,"3.153,00","0,00",0,0
02.9.2020,"3.153,00",,,"3.153,00","0,00",0,0
01.9.2020,"3.153,00","3.153,00","3.153,00","3.153,00","0,00",5,15.765
31.8.2020,"3.153,00",,,"3.153,00","0,00",0,0
27.8.2020,"3.153,00","3.153,00","3.153,00","3.153,00","-2,98",13,40.989
26.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
25.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
24.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
21.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
20.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
19.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
18.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
17.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
14.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
13.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
12.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
11.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
10.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
07.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
06.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
05.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
04.8.2020,"3.250,00",,,"3.250,00","0,00",0,0
31.7.2020,"3.250,00",,,"3.250,00","0,00",0,0
30.7.2020,"3.250,00","3.250,00","3.250,00","3.250,00","1,56",18,58.500
29.7.2020,"3.200,00","3.200,00","3.200,00","3.200,00","-0,62",10,32.000
28.7.2020,"3.220,00",,,"3.220,00","0,00",0,0
27.7.2020,"3.220,00",,,"3.220,00","0,00",0,0
24.7.2020,"3.220,00","3.220,00","3.220,00","3.220,00","0,00",35,112.700
23.7.2020,"3.220,00","3.220,00","3.220,00","3.220,00","1,56",90,289.800
22.7.2020,"3.220,00",,,"3.170,50","0,00",0,0
21.7.2020,"3.220,00","3.220,00","3.154,00","3.170,50","-1,54",40,126.820
20.7.2020,"3.220,00","3.220,00","3.220,00","3.220,00","2,65",66,212.520
17.7.2020,"3.153,00","3.153,00","3.120,00","3.136,75","-0,52",134,420.324
16.7.2020,"3.153,00",,,"3.153,00","0,00",0,0
14.7.2020,"3.153,00",,,"3.153,00","0,00",0,0
13.7.2020,"3.153,00","3.153,00","3.153,00","3.153,00","0,00",48,151.344
10.7.2020,"3.153,00","3.153,00","3.153,00","3.153,00","0,00",44,138.732
09.7.2020,"3.153,00","3.153,00","3.153,00","3.153,00","-1,47",21,66.213
08.7.2020,"3.200,00",,,"3.200,00","0,00",0,0
07.7.2020,"3.200,00","3.200,00","3.200,00","3.200,00","-1,54",44,140.800
06.7.2020,"3.250,00",,,"3.250,00","0,00",0,0
03.7.2020,"3.250,00",,,"3.250,00","0,00",0,0
02.7.2020,"3.250,00","3.250,00","3.250,00","3.250,00","-1,52",24,78.000
01.7.2020,"3.300,00",,,"3.300,00","0,00",0,0
30.6.2020,"3.300,00","3.300,00","3.300,00","3.300,00","-0,01",42,138.600
29.6.2020,"3.300,00",,,"3.300,21","0,00",0,0
26.6.2020,"3.300,00","3.301,00","3.300,00","3.300,21","0,01",48,158.410
25.6.2020,"3.300,00","3.300,00","3.300,00","3.300,00","-1,92",7,23.100
24.6.2020,"3.298,00","3.400,00","3.298,00","3.364,52","-1,04",23,77.384
23.6.2020,"3.400,00","3.400,00","3.400,00","3.400,00","3,10",25,85.000
22.6.2020,"3.290,00","3.300,00","3.290,00","3.297,69","-0,07",65,214.350
19.6.2020,"3.300,00",,,"3.300,00","0,00",0,0
18.6.2020,"3.300,00","3.300,00","3.300,00","3.300,00","-2,98",45,148.500
17.6.2020,"3.420,00","3.420,00","3.374,00","3.401,33","-2,19",101,343.534
16.6.2020,"3.441,00",,,"3.477,34","0,00",0,0
15.6.2020,"3.441,00","3.500,00","3.441,00","3.477,34","-0,65",79,274.710
12.6.2020,"3.500,00","3.500,00","3.500,00","3.500,00","-1,31",15,52.500
11.6.2020,"3.519,00",,,"3.546,28","0,00",0,0
10.6.2020,"3.519,00","3.600,00","3.519,00","3.546,28","-2,24",134,475.201
09.6.2020,"3.600,00","3.785,00","3.600,00","3.627,55","-6,99",94,340.990
08.6.2020,"3.900,00",,,"3.900,00","0,00",0,0
04.6.2020,"3.900,00",,,"3.900,00","0,00",0,0
03.6.2020,"3.900,00",,,"3.900,00","0,00",0,0
02.6.2020,"3.900,00","3.900,00","3.900,00","3.900,00","1,30",7,27.300
01.6.2020,"3.850,00","3.850,00","3.850,00","3.850,00","-1,79",20,77.000
29.5.2020,"3.920,00",,,"3.920,00","0,00",0,0
28.5.2020,"3.920,00",,,"3.920,00","0,00",0,0
27.5.2020,"3.920,00",,,"3.920,00","0,00",0,0
26.5.2020,"3.920,00","3.920,00","3.920,00","3.920,00","3,10",9,35.280
22.5.2020,"3.802,00","3.802,00","3.802,00","3.802,00","0,53",5,19.010
21.5.2020,"3.800,00","3.800,00","3.710,00","3.782,00","3,03",35,132.370
20.5.2020,"3.702,00","3.702,00","3.646,00","3.670,64","3,69",50,183.532
19.5.2020,"3.550,00","3.550,00","3.533,00","3.539,94","-6,47",49,173.457
18.5.2020,"3.686,00","3.906,00","3.686,00","3.784,62","-5,99",65,246.000
15.5.2020,"3.999,00","4.052,00","3.999,00","4.025,87","-3,46",90,362.328
14.5.2020,"4.170,00",,,"4.170,00","0,00",0,0
13.5.2020,"4.170,00","4.170,00","4.170,00","4.170,00","0,00",10,41.700
12.5.2020,"4.170,00","4.170,00","4.170,00","4.170,00","2,96",20,83.400
11.5.2020,"4.050,00","4.050,00","4.050,00","4.050,00","1,22",66,267.300
08.5.2020,"4.001,00","4.001,00","4.001,00","4.001,00","-0,22",14,56.014
07.5.2020,"4.010,00","4.010,00","4.010,00","4.010,00","0,25",13,52.130
06.5.2020,"4.000,00",,,"4.000,00","0,00",0,0
05.5.2020,"4.000,00","4.000,00","4.000,00","4.000,00","-0,77",39,156.000
04.5.2020,"4.031,00","4.032,00","4.031,00","4.031,09","-2,98",115,463.575
30.4.2020,"4.150,00","4.200,00","4.074,00","4.155,07","6,23",56,232.684
29.4.2020,"3.899,00",,,"3.911,50","0,00",0,0
28.4.2020,"3.899,00","3.924,00","3.899,00","3.911,50","3,84",50,195.575
27.4.2020,"3.925,00","3.925,00","3.691,00","3.766,79","5,11",78,293.810
24.4.2020,"3.635,00","3.635,00","3.530,00","3.583,57","1,52",105,376.275
23.4.2020,"3.530,00","3.530,00","3.530,00","3.530,00","0,00",32,112.960
22.4.2020,"3.530,00",,,"3.530,00","0,00",0,0
21.4.2020,"3.530,00",,,"3.530,00","0,00",0,0
16.4.2020,"3.530,00",,,"3.530,00","0,00",0,0
15.4.2020,"3.530,00",,,"3.530,00","0,00",0,0
14.4.2020,"3.530,00",,,"3.530,00","0,00",0,0
13.4.2020,"3.530,00",,,"3.530,00","0,00",0,0
10.4.2020,"3.530,00","3.530,00","3.530,00","3.530,00","2,95",44,155.320
09.4.2020,"3.450,00","3.450,00","3.404,00","3.428,76","3,75",37,126.864
08.4.2020,"3.350,00","3.350,00","3.300,00","3.304,96","0,15",131,432.950
07.4.2020,"3.300,00","3.300,00","3.300,00","3.300,00","-0,67",130,429.000
06.4.2020,"3.322,00","3.323,00","3.322,00","3.322,36","2,95",233,774.111
03.4.2020,"3.249,00","3.249,00","3.151,00","3.227,04","9,25",154,496.964
02.4.2020,"2.930,00",,,"2.953,85","0,00",0,0
01.4.2020,"2.930,00","3.000,00","2.930,00","2.953,85","-1,54",130,384.000
31.3.2020,"3.000,00","3.000,00","3.000,00","3.000,00","0,99",100,300.000
30.3.2020,"2.970,00",,,"2.970,57","0,00",0,0
27.3.2020,"2.970,00",,,"2.970,57","0,00",0,0
26.3.2020,"2.970,00","2.971,00","2.970,00","2.970,57","-9,98",70,207.940
25.3.2020,"3.300,00","3.300,00","3.300,00","3.300,00","0,00",100,330.000
24.3.2020,"3.300,00","3.300,00","3.300,00","3.300,00","0,67",16,52.800
23.3.2020,"3.278,00","3.278,00","3.278,00","3.278,00","-4,99",12,39.336
20.3.2020,"3.450,00","3.450,00","3.450,00","3.450,00","-4,98",240,828.000
19.3.2020,"3.631,00","3.631,00","3.631,00","3.631,00","-5,00",5,18.155
18.3.2020,"3.822,00",,,"3.822,00","0,00",0,0
17.3.2020,"3.822,00","3.822,00","3.822,00","3.822,00","-4,99",40,152.880
16.3.2020,"3.973,00",,,"4.022,79","0,00",0,0
13.3.2020,"3.973,00","4.065,00","3.973,00","4.022,79","-1,76",94,378.142
12.3.2020,"4.095,00","4.095,00","4.095,00","4.095,00","-10,00",15,61.425
11.3.2020,"4.550,00","4.550,00","4.550,00","4.550,00","0,75",15,68.250
10.3.2020,"4.516,00",,,"4.516,00","0,00",0,0
09.3.2020,"4.516,00",,,"4.516,00","0,00",0,0
06.3.2020,"4.516,00",,,"4.516,00","0,00",0,0
05.3.2020,"4.516,00",,,"4.516,00","0,00",0,0
04.3.2020,"4.516,00",,,"4.516,00","0,00",0,0
03.3.2020,"4.516,00","4.516,00","4.516,00","4.516,00","2,99",26,117.416
02.3.2020,"4.385,00",,,"4.385,00","0,00",0,0
28.2.2020,"4.385,00",,,"4.385,00","0,00",0,0
27.2.2020,"4.385,00",,,"4.385,00","0,00",0,0
26.2.2020,"4.385,00","4.385,00","4.385,00","4.385,00","-2,99",26,114.010
25.2.2020,"4.520,00","4.520,00","4.520,00","4.520,00","-2,90",2,9.040
24.2.2020,"4.655,00","4.655,00","4.655,00","4.655,00","-2,95",2,9.310
21.2.2020,"4.800,00","4.800,00","4.700,00","4.796,51","2,05",315,1.510.900
20.2.2020,"4.700,00","4.700,00","4.700,00","4.700,00","3,30",20,94.000
19.2.2020,"4.550,00","4.550,00","4.550,00","4.550,00","0,95",21,95.550
18.2.2020,"4.500,00",,,"4.507,24","0,00",0,0
17.2.2020,"4.500,00",,,"4.507,24","0,00",0,0
14.2.2020,"4.500,00",,,"4.507,24","0,00",0,0
13.2.2020,"4.500,00",,,"4.507,24","0,00",0,0
12.2.2020,"4.500,00","4.600,00","4.500,00","4.507,24","-2,02",71,320.014
11.2.2020,"4.600,00","4.600,00","4.600,00","4.600,00","-0,04",53,243.800
10.2.2020,"4.602,00",,,"4.602,00","0,00",0,0
07.2.2020,"4.602,00",,,"4.602,00","0,00",0,0
06.2.2020,"4.602,00",,,"4.602,00","0,00",0,0
05.2.2020,"4.602,00","4.602,00","4.602,00","4.602,00","0,02",15,69.030
04.2.2020,"4.601,00",,,"4.601,00","0,00",0,0
03.2.2020,"4.601,00","4.601,00","4.601,00","4.601,00","-2,11",12,55.212
31.1.2020,"4.700,00",,,"4.700,00","0,00",0,0
30.1.2020,"4.700,00",,,"4.700,00","0,00",0,0
29.1.2020,"4.700,00",,,"4.700,00","0,00",0,0
28.1.2020,"4.700,00",,,"4.700,00","0,00",0,0
27.1.2020,"4.700,00","4.700,00","4.700,00","4.700,00","0,00",10,47.000
24.1.2020,"4.700,00",,,"4.700,00","0,00",0,0
23.1.2020,"4.700,00","4.700,00","4.700,00","4.700,00","0,00",10,47.000
22.1.2020,"4.700,00","4.700,00","4.700,00","4.700,00","0,00",23,108.100
21.1.2020,"4.700,00",,,"4.700,00","0,00",0,0
20.1.2020,"4.700,00",,,"4.700,00","0,00",0,0
18.1.2022,"3.750,00","3.750,00","3.750,00","3.750,00","1,37",54,202.500
17.1.2022,"3.699,00","3.700,00","3.699,00","3.699,26","0,01",107,395.821
14.1.2022,"3.699,00","3.699,00","3.699,00","3.699,00","2,95",26,96.174
13.1.2022,"3.550,00",,,"3.593,00","0,00",0,0
12.1.2022,"3.550,00",,,"3.593,00","0,00",0,0
11.1.2022,"3.550,00",,,"3.593,00","0,00",0,0
10.1.2022,"3.550,00",,,"3.593,00","0,00",0,0
05.1.2022,"3.550,00",,,"3.593,00","0,00",0,0
04.1.2022,"3.550,00",,,"3.593,00","0,00",0,0
03.1.2022,"3.550,00",,,"3.593,00","0,00",0,0
30.12.2021,"3.550,00",,,"3.593,00","0,00",0,0
29.12.2021,"3.550,00",,,"3.593,00","0,00",0,0
28.12.2021,"3.550,00","3.600,00","3.550,00","3.593,00","-0,20",50,179.650
27.12.2021,"3.600,00","3.601,00","3.600,00","3.600,34","-2,90",87,313.230
24.12.2021,"3.708,00",,,"3.708,00","0,00",0,0
23.12.2021,"3.708,00",,,"3.708,00","0,00",0,0
22.12.2021,"3.708,00",,,"3.708,00","0,00",0,0
21.12.2021,"3.708,00",,,"3.708,00","0,00",0,0
20.12.2021,"3.708,00",,,"3.708,00","0,00",0,0
17.12.2021,"3.708,00",,,"3.708,00","0,00",0,0
16.12.2021,"3.708,00",,,"3.708,00","0,00",0,0
15.12.2021,"3.708,00","3.708,00","3.708,00","3.708,00","0,04",40,148.320
14.12.2021,"3.707,00",,,"3.706,63","0,00",0,0
13.12.2021,"3.707,00","3.707,00","3.690,00","3.706,63","2,96",46,170.505
10.12.2021,"3.600,00",,,"3.600,00","0,00",0,0
09.12.2021,"3.600,00","3.600,00","3.600,00","3.600,00","-2,41",16,57.600
07.12.2021,"3.689,00",,,"3.689,00","0,00",0,0
06.12.2021,"3.689,00","3.689,00","3.689,00","3.689,00","1,07",23,84.847
03.12.2021,"3.650,00",,,"3.650,00","0,00",0,0
02.12.2021,"3.650,00","3.650,00","3.650,00","3.650,00","-1,08",33,120.450
01.12.2021,"3.690,00",,,"3.690,00","0,00",0,0
30.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
29.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
26.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
25.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
24.11.2021,"3.690,00","3.690,00","3.690,00","3.690,00","2,50",4,14.760
23.11.2021,"3.600,00","3.600,00","3.600,00","3.600,00","-0,97",34,122.400
22.11.2021,"3.600,00","3.660,00","3.600,00","3.635,41","0,98",37,134.510
19.11.2021,"3.600,00","3.600,00","3.600,00","3.600,00","-0,03",4,14.400
18.11.2021,"3.600,00",,,"3.601,03","0,00",0,0
17.11.2021,"3.600,00","3.602,00","3.600,00","3.601,03","-1,33",30,108.031
16.11.2021,"3.650,00","3.650,00","3.649,00","3.649,75","-1,09",80,291.980
15.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
12.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
11.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
10.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
09.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
08.11.2021,"3.690,00",,,"3.690,00","0,00",0,0
05.11.2021,"3.690,00","3.690,00","3.690,00","3.690,00","0,00",10,36.900
04.11.2021,"3.690,00","3.690,00","3.690,00","3.690,00","1,10",7,25.830
03.11.2021,"3.650,00",,,"3.650,00","0,00",0,0
02.11.2021,"3.650,00","3.650,00","3.650,00","3.650,00","0,00",40,146.000
01.11.2021,"3.650,00","3.650,00","3.650,00","3.650,00","-1,16",12,43.800
29.10.2021,"3.700,00",,,"3.692,99","0,00",0,0
28.10.2021,"3.700,00",,,"3.692,99","0,00",0,0
27.10.2021,"3.700,00",,,"3.692,99","0,00",0,0
26.10.2021,"3.700,00",,,"3.692,99","0,00",0,0
25.10.2021,"3.700,00","3.700,00","3.680,00","3.692,99","2,58",77,284.360
22.10.2021,"3.600,00",,,"3.600,00","0,00",0,0
21.10.2021,"3.600,00",,,"3.600,00","0,00",0,0
20.10.2021,"3.600,00","3.600,00","3.600,00","3.600,00","4,35",10,36.000
19.10.2021,"3.450,00",,,"3.450,00","0,00",0,0
18.10.2021,"3.450,00",,,"3.450,00","0,00",0,0
15.10.2021,"3.450,00",,,"3.450,00","0,00",0,0
14.10.2021,"3.450,00",,,"3.450,00","0,00",0,0
13.10.2021,"3.450,00",,,"3.450,00","0,00",0,0
12.10.2021,"3.450,00","3.450,00","3.450,00","3.450,00","-0,03",9,31.050
08.10.2021,"3.450,00",,,"3.450,90","0,00",0,0
07.10.2021,"3.450,00","3.455,00","3.450,00","3.450,90","-1,21",61,210.505
06.10.2021,"3.493,00",,,"3.493,00","0,00",0,0
05.10.2021,"3.493,00","3.493,00","3.493,00","3.493,00","0,00",15,52.395
04.10.2021,"3.493,00","3.493,00","3.493,00","3.493,00","-2,96",10,34.930
01.10.2021,"3.600,00",,,"3.599,65","0,00",0,0
30.9.2021,"3.600,00",,,"3.599,65","0,00",0,0
29.9.2021,"3.600,00",,,"3.599,65","0,00",0,0
28.9.2021,"3.600,00",,,"3.599,65","0,00",0,0
27.9.2021,"3.600,00",,,"3.599,65","0,00",0,0
24.9.2021,"3.600,00",,,"3.599,65","0,00",0,0
23.9.2021,"3.600,00","3.600,00","3.599,00","3.599,65","1,82",97,349.166
22.9.2021,"3.535,00","3.536,00","3.535,00","3.535,45","-2,71",33,116.670
21.9.2021,"3.634,00","3.634,00","3.634,00","3.634,00","-2,97",15,54.510
20.9.2021,"3.750,00",,,"3.745,35","0,00",0,0
17.9.2021,"3.750,00",,,"3.745,35","0,00",0,0
16.9.2021,"3.750,00",,,"3.745,35","0,00",0,0
15.9.2021,"3.750,00",,,"3.745,35","0,00",0,0
14.9.2021,"3.750,00",,,"3.745,35","0,00",0,0
13.9.2021,"3.750,00","3.861,00","3.700,00","3.745,35","-0,11",240,898.885
10.9.2021,"3.750,00",,,"3.749,46","0,00",0,0
09.9.2021,"3.750,00",,,"3.749,46","0,00",0,0
07.9.2021,"3.750,00","3.750,00","3.749,00","3.749,46","6,79",87,326.203
06.9.2021,"3.511,00","3.511,00","3.511,00","3.511,00","-0,28",20,70.220
03.9.2021,"3.521,00",,,"3.521,00","0,00",0,0
02.9.2021,"3.521,00",,,"3.521,00","0,00",0,0
01.9.2021,"3.521,00",,,"3.521,00","0,00",0,0
31.8.2021,"3.521,00",,,"3.521,00","0,00",0,0
30.8.2021,"3.521,00",,,"3.521,00","0,00",0,0
27.8.2021,"3.521,00","3.521,00","3.521,00","3.521,00","-2,55",6,21.126
26.8.2021,"3.613,00","3.613,00","3.613,00","3.613,00","2,99",63,227.619
25.8.2021,"3.508,00",,,"3.508,00","0,00",0,0
24.8.2021,"3.508,00",,,"3.508,00","0,00",0,0
23.8.2021,"3.508,00",,,"3.508,00","0,00",0,0
20.8.2021,"3.508,00",,,"3.508,00","0,00",0,0
19.8.2021,"3.508,00","3.508,00","3.508,00","3.508,00","-3,92",10,35.080
18.8.2021,"3.651,00",,,"3.651,00","0,00",0,0
17.8.2021,"3.651,00",,,"3.651,00","0,00",0,0
16.8.2021,"3.651,00",,,"3.651,00","0,00",0,0
13.8.2021,"3.651,00","3.651,00","3.651,00","3.651,00","0,03",30,109.530
12.8.2021,"3.650,00",,,"3.650,00","0,00",0,0
11.8.2021,"3.650,00","3.650,00","3.650,00","3.650,00","-0,17",12,43.800
10.8.2021,"3.700,00",,,"3.656,25","0,00",0,0
09.8.2021,"3.700,00",,,"3.656,25","0,00",0,0
06.8.2021,"3.700,00",,,"3.656,25","0,00",0,0
05.8.2021,"3.700,00",,,"3.656,25","0,00",0,0
04.8.2021,"3.700,00","3.700,00","3.552,00","3.656,25","7,51",68,248.625
03.8.2021,"3.401,00",,,"3.401,00","0,00",0,0
30.7.2021,"3.401,00",,,"3.401,00","0,00",0,0
29.7.2021,"3.401,00",,,"3.401,00","0,00",0,0
28.7.2021,"3.401,00",,,"3.401,00","0,00",0,0
27.7.2021,"3.401,00","3.401,00","3.401,00","3.401,00","-4,20",12,40.812
26.7.2021,"3.550,00",,,"3.550,00","0,00",0,0
23.7.2021,"3.550,00",,,"3.550,00","0,00",0,0
22.7.2021,"3.550,00",,,"3.550,00","0,00",0,0
21.7.2021,"3.550,00",,,"3.550,00","0,00",0,0
20.7.2021,"3.550,00",,,"3.550,00","0,00",0,0
19.7.2021,"3.550,00",,,"3.550,00","0,00",0,0
16.7.2021,"3.550,00","3.550,00","3.550,00","3.550,00","-1,31",88,312.400
15.7.2021,"3.597,00",,,"3.597,00","0,00",0,0
14.7.2021,"3.597,00","3.597,00","3.597,00","3.597,00","-0,08",68,244.596
13.7.2021,"3.600,00",,,"3.600,00","0,00",0,0
12.7.2021,"3.600,00",,,"3.600,00","0,00",0,0
09.7.2021,"3.600,00",,,"3.600,00","0,00",0,0
08.7.2021,"3.600,00",,,"3.600,00","0,00",0,0
07.7.2021,"3.600,00",,,"3.600,00","0,00",0,0
06.7.2021,"3.600,00","3.600,00","3.600,00","3.600,00","2,86",68,244.800
05.7.2021,"3.500,00","3.500,00","3.500,00","3.500,00","1,45",4,14.000
02.7.2021,"3.450,00",,,"3.450,00","0,00",0,0
01.7.2021,"3.450,00","3.450,00","3.450,00","3.450,00","1,47",20,69.000
30.6.2021,"3.400,00",,,"3.400,00","0,00",0,0
29.6.2021,"3.400,00","3.400,00","3.400,00","3.400,00","-2,86",10,34.000
28.6.2021,"3.500,00","3.500,00","3.500,00","3.500,00","-1,41",18,63.000
25.6.2021,"3.550,00",,,"3.550,00","0,00",0,0
24.6.2021,"3.550,00",,,"3.550,00","0,00",0,0
23.6.2021,"3.550,00",,,"3.550,00","0,00",0,0
22.6.2021,"3.550,00",,,"3.550,00","0,00",0,0
21.6.2021,"3.550,00","3.550,00","3.550,00","3.550,00","-2,74",25,88.750
17.6.2021,"3.650,00",,,"3.650,00","0,00",0,0
16.6.2021,"3.650,00",,,"3.650,00","0,00",0,0
